response,empathy_score
Do you believe that you need to be someone else's savior? ,no
Can you benefit from controlling someone?,no
"You are a strong for going through all this, have you ever expressed these emotions towards someone?",strong
"In previous conversations, have you attempted to explore other viewpoints presented?",no
I appreciate you for sharing this with me. Now we will ask some questions to understand your situation better.,strong
Was this feeling caused by specific event/s? ,no
"By any chance, have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?",weak
Was protocol 6 attempted by you and found this reignited unmanageable emotions as a results of old events? ,weak
Do you feel that in one way or another you have expressed any of the following emotions towards someone?,weak
Do you always take accountability and responsibility for things that may not always go the way you or people around you expect?,weak
Good job! One more question: Have you strongly felt or expressed any of the following emotions towards someone else?,weak
