response,empathy_score
"By any chance, are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?",1
Could a specific event have caused this feeling?,0
Do you view yourself as a possible victim? ,0
Do you consider different viewpoints in previous conversations?,0
Do you always feel as though you are the one to blame? ,0
"How do you view yourself, are you a victim blaming others for making you feel bad?",0
I am glad to hear that! Let us try out one of the protocol which can be really helpful for you. ,2
"Thank you. Now please, would you tell me, have you considered other viewpoints presented?",1
Are you always accusing yourself when something in your life goes wrong?,0
"Are you going through a major personal crisis that is caused, for example, by problems with loved ones or loved ones?",1
"I understand that, now to make sure that I fully understand I will ask you some questions",1
Do you feel you're looking to save someone else?,0
Do you feel like a victim? Do you blame someone else for your mood?,0
Did you find revisiting a traumatic event under Protocol 6 inconvenient?,0
Is there a specific event that happened?,0
I would like to know if this happened recently or in the past?,1
Do you see yourself being in an unjust position due to someone else's actions?,0
"In an earlier conversation, did you also assume an alternative point of view presented? ",0
Do you have a crisis with the people close to you?,0
"When something goes wrong, do you always blame or accuse yourself?",0
